"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/26/2015","AQS","530330037","4","2.6","ug/m3 LC","14","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"10/27/2015","AQS","530330037","4","6.1","ug/m3 LC","34","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"10/28/2015","AQS","530330037","4","5.8","ug/m3 LC","32","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"10/29/2015","AQS","530330037","4","3.8","ug/m3 LC","21","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"10/30/2015","AQS","530330037","4","2","ug/m3 LC","11","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"10/31/2015","AQS","530330037","4","2.4","ug/m3 LC","13","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/01/2015","AQS","530330037","4","2.6","ug/m3 LC","14","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/02/2015","AQS","530330037","4","3.6","ug/m3 LC","20","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/03/2015","AQS","530330037","4","6.6","ug/m3 LC","37","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/04/2015","AQS","530330037","4","7.9","ug/m3 LC","44","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/05/2015","AQS","530330037","4","8.3","ug/m3 LC","46","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/06/2015","AQS","530330037","4","6.4","ug/m3 LC","36","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/07/2015","AQS","530330037","4","4.9","ug/m3 LC","27","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/08/2015","AQS","530330037","4","3.6","ug/m3 LC","20","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/09/2015","AQS","530330037","4","4.5","ug/m3 LC","25","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/10/2015","AQS","530330037","4","7","ug/m3 LC","39","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/11/2015","AQS","530330037","4","3.6","ug/m3 LC","20","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/12/2015","AQS","530330037","4","3.6","ug/m3 LC","20","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/13/2015","AQS","530330037","4","2.3","ug/m3 LC","13","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/14/2015","AQS","530330037","4","3.1","ug/m3 LC","17","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/15/2015","AQS","530330037","4","2.9","ug/m3 LC","16","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/16/2015","AQS","530330037","4","3.1","ug/m3 LC","17","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/17/2015","AQS","530330037","4","1.6","ug/m3 LC","9","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/18/2015","AQS","530330037","4","4.4","ug/m3 LC","24","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/19/2015","AQS","530330037","4","5","ug/m3 LC","28","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/20/2015","AQS","530330037","4","6.6","ug/m3 LC","37","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/21/2015","AQS","530330037","4","8.1","ug/m3 LC","45","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/22/2015","AQS","530330037","4","11.3","ug/m3 LC","55","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/23/2015","AQS","530330037","4","15.2","ug/m3 LC","62","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/24/2015","AQS","530330037","4","6.4","ug/m3 LC","36","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/25/2015","AQS","530330037","4","6.8","ug/m3 LC","38","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/26/2015","AQS","530330037","4","7.4","ug/m3 LC","41","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/27/2015","AQS","530330037","4","10.8","ug/m3 LC","54","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/28/2015","AQS","530330037","4","12.6","ug/m3 LC","58","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/29/2015","AQS","530330037","4","21.3","ug/m3 LC","74","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"11/30/2015","AQS","530330037","4","14.6","ug/m3 LC","61","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/01/2015","AQS","530330037","4","5.5","ug/m3 LC","31","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/02/2015","AQS","530330037","4","4.8","ug/m3 LC","27","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/03/2015","AQS","530330037","4","2.6","ug/m3 LC","14","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/04/2015","AQS","530330037","4","2.5","ug/m3 LC","14","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/05/2015","AQS","530330037","4","2.3","ug/m3 LC","13","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/06/2015","AQS","530330037","4","1.2","ug/m3 LC","7","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/07/2015","AQS","530330037","4","2.5","ug/m3 LC","14","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/08/2015","AQS","530330037","4","2","ug/m3 LC","11","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/09/2015","AQS","530330037","4","3.7","ug/m3 LC","21","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/10/2015","AQS","530330037","4","1.9","ug/m3 LC","11","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/11/2015","AQS","530330037","4","4","ug/m3 LC","22","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/12/2015","AQS","530330037","4","3.8","ug/m3 LC","21","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/13/2015","AQS","530330037","4","2.8","ug/m3 LC","16","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/14/2015","AQS","530330037","4","4.8","ug/m3 LC","27","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/15/2015","AQS","530330037","4","8.1","ug/m3 LC","45","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/16/2015","AQS","530330037","4","4.4","ug/m3 LC","24","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/17/2015","AQS","530330037","4","2.7","ug/m3 LC","15","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/18/2015","AQS","530330037","4","2.2","ug/m3 LC","12","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/19/2015","AQS","530330037","4","2.4","ug/m3 LC","13","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/20/2015","AQS","530330037","4","1.5","ug/m3 LC","8","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/21/2015","AQS","530330037","4","1.9","ug/m3 LC","11","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/22/2015","AQS","530330037","4","2.6","ug/m3 LC","14","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/23/2015","AQS","530330037","4","2","ug/m3 LC","11","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/24/2015","AQS","530330037","4","2.7","ug/m3 LC","15","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/25/2015","AQS","530330037","4","6","ug/m3 LC","33","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/26/2015","AQS","530330037","4","4.9","ug/m3 LC","27","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/27/2015","AQS","530330037","4","3","ug/m3 LC","17","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/28/2015","AQS","530330037","4","6.1","ug/m3 LC","34","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/29/2015","AQS","530330037","4","7.5","ug/m3 LC","42","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/30/2015","AQS","530330037","4","4.1","ug/m3 LC","23","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"12/31/2015","AQS","530330037","4","6.2","ug/m3 LC","34","BELLEVUE -  BELLEVUE WAY NE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.61311","-122.20161"
"01/01/2015","AQS","530330057","3","22.5","ug/m3 LC","76","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/02/2015","AQS","530330057","3","21.4","ug/m3 LC","74","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/03/2015","AQS","530330057","3","16.8","ug/m3 LC","65","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/04/2015","AQS","530330057","3","9.9","ug/m3 LC","52","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/05/2015","AQS","530330057","3","4.4","ug/m3 LC","24","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/06/2015","AQS","530330057","3","14.1","ug/m3 LC","60","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/07/2015","AQS","530330057","3","11.8","ug/m3 LC","56","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/08/2015","AQS","530330057","3","13.1","ug/m3 LC","58","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/09/2015","AQS","530330057","3","22.7","ug/m3 LC","76","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/10/2015","AQS","530330057","3","15.1","ug/m3 LC","62","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/11/2015","AQS","530330057","3","11.1","ug/m3 LC","55","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/12/2015","AQS","530330057","3","10.9","ug/m3 LC","54","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/13/2015","AQS","530330057","3","10.9","ug/m3 LC","54","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/14/2015","AQS","530330057","3","15.3","ug/m3 LC","63","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/15/2015","AQS","530330057","3","14.5","ug/m3 LC","61","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/16/2015","AQS","530330057","3","9.1","ug/m3 LC","51","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/17/2015","AQS","530330057","3","13","ug/m3 LC","58","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/18/2015","AQS","530330057","3","6","ug/m3 LC","33","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/19/2015","AQS","530330057","3","7.3","ug/m3 LC","41","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/20/2015","AQS","530330057","3","9.4","ug/m3 LC","52","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/21/2015","AQS","530330057","3","20.2","ug/m3 LC","72","SEATTLE - DUWAMISH","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
