"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/11/2015","AQS","530330030","3","12.8","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/12/2015","AQS","530330030","3","10.7","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/13/2015","AQS","530330030","3","12.8","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/14/2015","AQS","530330030","3","8.3","ug/m3 LC","46","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/15/2015","AQS","530330030","3","6.7","ug/m3 LC","37","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/16/2015","AQS","530330030","3","7.3","ug/m3 LC","41","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/17/2015","AQS","530330030","3","12.4","ug/m3 LC","57","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/18/2015","AQS","530330030","3","9.2","ug/m3 LC","51","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/19/2015","AQS","530330030","3","10.3","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/20/2015","AQS","530330030","3","15.5","ug/m3 LC","63","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/21/2015","AQS","530330030","3","8.1","ug/m3 LC","45","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/22/2015","AQS","530330030","3","10","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/23/2015","AQS","530330030","3","8.7","ug/m3 LC","48","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/24/2015","AQS","530330030","3","8","ug/m3 LC","44","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/25/2015","AQS","530330030","3","9.1","ug/m3 LC","51","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/26/2015","AQS","530330030","3","13.1","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/27/2015","AQS","530330030","3","12.2","ug/m3 LC","57","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/28/2015","AQS","530330030","3","6.7","ug/m3 LC","37","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/29/2015","AQS","530330030","3","10","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/30/2015","AQS","530330030","3","10.6","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/31/2015","AQS","530330030","3","5.9","ug/m3 LC","33","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/01/2015","AQS","530330030","3","9.1","ug/m3 LC","51","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/02/2015","AQS","530330030","3","10.8","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/03/2015","AQS","530330030","3","10.5","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/04/2015","AQS","530330030","3","9.7","ug/m3 LC","52","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/05/2015","AQS","530330030","3","9.8","ug/m3 LC","52","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/06/2015","AQS","530330030","3","7.4","ug/m3 LC","41","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/07/2015","AQS","530330030","3","8.3","ug/m3 LC","46","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/08/2015","AQS","530330030","3","12.8","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/09/2015","AQS","530330030","3","12.8","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/10/2015","AQS","530330030","3","9.4","ug/m3 LC","52","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/11/2015","AQS","530330030","3","7.7","ug/m3 LC","43","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/12/2015","AQS","530330030","3","7","ug/m3 LC","39","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/13/2015","AQS","530330030","3","10.1","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/14/2015","AQS","530330030","3","8.2","ug/m3 LC","46","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/15/2015","AQS","530330030","3","8.8","ug/m3 LC","49","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/16/2015","AQS","530330030","3","9.6","ug/m3 LC","52","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/17/2015","AQS","530330030","3","10.4","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/18/2015","AQS","530330030","3","9","ug/m3 LC","50","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/19/2015","AQS","530330030","3","12.1","ug/m3 LC","57","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/20/2015","AQS","530330030","3","14.8","ug/m3 LC","62","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/21/2015","AQS","530330030","3","10.4","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/22/2015","AQS","530330030","3","7.7","ug/m3 LC","43","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/23/2015","AQS","530330030","3","9.4","ug/m3 LC","52","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/24/2015","AQS","530330030","3","7.3","ug/m3 LC","41","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/25/2015","AQS","530330030","3","8.2","ug/m3 LC","46","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/26/2015","AQS","530330030","3","8.6","ug/m3 LC","48","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"04/27/2015","AQS","530330030","3","10.9","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/01/2015","AQS","530330030","3","9.1","ug/m3 LC","51","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/02/2015","AQS","530330030","3","9.7","ug/m3 LC","52","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/03/2015","AQS","530330030","3","11.6","ug/m3 LC","56","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/04/2015","AQS","530330030","3","11.3","ug/m3 LC","55","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/05/2015","AQS","530330030","3","8.5","ug/m3 LC","47","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/06/2015","AQS","530330030","3","8","ug/m3 LC","44","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/07/2015","AQS","530330030","3","10.3","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/08/2015","AQS","530330030","3","10.9","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/09/2015","AQS","530330030","3","15","ug/m3 LC","62","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/10/2015","AQS","530330030","3","13.7","ug/m3 LC","60","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/11/2015","AQS","530330030","3","11.8","ug/m3 LC","56","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/12/2015","AQS","530330030","3","12.6","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/13/2015","AQS","530330030","3","11.8","ug/m3 LC","56","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/14/2015","AQS","530330030","3","14.4","ug/m3 LC","61","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/15/2015","AQS","530330030","3","13.8","ug/m3 LC","60","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/16/2015","AQS","530330030","3","10.4","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/17/2015","AQS","530330030","3","12.6","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/18/2015","AQS","530330030","3","12.4","ug/m3 LC","57","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/19/2015","AQS","530330030","3","15.8","ug/m3 LC","63","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/20/2015","AQS","530330030","3","17","ug/m3 LC","66","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/21/2015","AQS","530330030","3","17.1","ug/m3 LC","66","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/22/2015","AQS","530330030","3","10.8","ug/m3 LC","54","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/23/2015","AQS","530330030","3","8.8","ug/m3 LC","49","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/24/2015","AQS","530330030","3","8.1","ug/m3 LC","45","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/25/2015","AQS","530330030","3","8.2","ug/m3 LC","46","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/26/2015","AQS","530330030","3","12.6","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/27/2015","AQS","530330030","3","16.9","ug/m3 LC","66","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/28/2015","AQS","530330030","3","16.3","ug/m3 LC","64","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/29/2015","AQS","530330030","3","17.3","ug/m3 LC","66","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/30/2015","AQS","530330030","3","13.5","ug/m3 LC","59","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/31/2015","AQS","530330030","3","15.1","ug/m3 LC","62","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/01/2015","AQS","530330030","3","13","ug/m3 LC","58","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/02/2015","AQS","530330030","3","6","ug/m3 LC","33","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/03/2015","AQS","530330030","3","4","ug/m3 LC","22","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/04/2015","AQS","530330030","3","2.3","ug/m3 LC","13","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/05/2015","AQS","530330030","3","4.1","ug/m3 LC","23","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/06/2015","AQS","530330030","3","8.3","ug/m3 LC","46","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/07/2015","AQS","530330030","3","8.4","ug/m3 LC","47","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/08/2015","AQS","530330030","3","6.6","ug/m3 LC","37","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/09/2015","AQS","530330030","3","8.6","ug/m3 LC","48","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/10/2015","AQS","530330030","3","11.6","ug/m3 LC","56","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","181","Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
